Metabolite,Compound.Class,Soil 1,Soil 2,Soil 3,Soil 4,Soil 5,Soil 6,Soil 7,Soil 8,Soil 9,Soil 10,Soil 11,Soil 12,Soil 13,Soil 14,Soil 15,Soil 16,Soil 21,Soil 22,Soil 23,Soil 24,Soil 25,Soil 26,Soil 27,Soil 28,Soil 37,Soil 38,Soil 39,Soil 40,Soil 41,Soil 42,Soil 43,Soil 44,Soil 49,Soil 50,Soil 51,Soil 52,Soil 53,Soil 54,Soil 55,Soil 56,Soil 57,Soil 58,Soil 59,Soil 60,Soil 61,Soil 62,Soil 63,Soil 64,Soil 69,Soil 70,Soil 71,Soil 72,Soil 73,Soil 74,Soil 75,Soil 76,Soil Pre r1,Soil Pre r2,Soil Pre r3,Soil Pre r4
Unknown 161,Unknown,225282.6776,93191.73219,193590.1123,100814.0433,135057.0935,208238.5173,169324.1058,257667.392,194134.1414,167412.2707,242115.3127,139479.3641,49318.11598,147091,196521.8287,223232.2944,129589.4151,242816.3487,165574.1664,186915.7984,193191.939,137464.7215,162464.129,133884.4699,1990493.066,1133586,861823,1611608.683,702387.1032,968911.9269,671817.3789,511988.1276,128733.2613,235255.7999,18946.61062,182275.1069,851617,982757,758942,852612,973660,724344.1526,333985,719489.8481,3889030.241,3357639.156,1746913,9506014,679861.8133,810350.66,542534,409628.389,335246.1097,225175.5746,441850.4133,201542.538,381781,415397,395791,753356
Unknown 162,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8753015.971,5254935.887,0,0,0,0,0,0,0,0,0,6182261.359,6529061.635,5068081.535,4335945.849,8213734.92,0,0,0,0,0,10109050.92,0,0,0,4226902.536,0,0,0,0,0,0,0,0,0
Unknown 163,Unknown,2165711.919,1389342.723,683819.9238,515173.6544,533550.0528,4504752.224,1307937.881,967232.2496,3584801.81,2730425.833,3248892.892,944719.136,132166.5336,1259321.805,1326310.232,1822469.004,2405018.191,2594815.013,1111232.104,1037108.807,1086708.259,1100946.218,1085787.918,2483335.435,2386274.859,2380347.751,2015997.099,780377.5912,767808.086,1096794.831,1204055.9,1321046.03,438129.9066,2600904.556,37555.69583,1259801.586,2022498.38,899125.2574,1170738.866,1733690.382,1030740.071,1587998.802,1308806.145,1742914.214,3190803.55,2714391.844,2243698.133,2387460.332,1104468.427,1800623.739,1366437.689,1066884.213,808152.532,2880936.084,2692676.588,2103991.78,721309.2394,695248.342,675627.0002,441820
Unknown 164,Unknown,932705.9549,810882.9359,155116.4439,202419.2587,146232.0446,185128.4487,302802.2156,286366.8549,368790,323856.7184,389924.2374,202166.7659,98575.78356,135558.1299,69197.20261,236657.4284,571622,398312.3673,191262.1562,319237.2721,367480.8185,33571.79745,375082.2973,302043.0134,348700.2167,544964.5971,283571.2313,287782.7632,434726.0281,315715.346,624479.4238,307566,162449.0249,617352.4354,14676.23128,354334.09,581198.1569,1160337.512,461898.7383,977124.0352,539178.8308,880590.568,344243.4055,400567.3676,703325.9124,635256,351394.6533,384124.5017,631023.6819,1031262.963,251639.2647,665558.601,355047,536234.0959,418052.9002,199784.3729,342144.8253,343804.3697,522221.9282,312154
Unknown 165,Unknown,323483,252143,128681.6849,148297.7415,289884.9608,318600.1859,275262.1363,306511.2097,325713.3009,208904.0447,299062.9968,194157.3063,96934.5285,275589.1672,406613,257905,314210.2897,262121,66788.33466,258906.8329,201166,163572,161997,173803.6514,660595.1141,792335.5018,873544.1328,682161.7425,450332.3492,28718.58676,333518,245352.8261,142563.6239,369687,70261.12326,205267.1528,658944.625,623776.2553,536716.2199,680883.4327,402041.2361,384210,270187,406803,4394879.955,3576006,1673083.859,2737673.078,443932.155,194183.2556,721518.7724,258004,435995.4314,350747,346374.3832,301211,417093.4967,390053.1896,396157.9134,332978.716
Unknown 166,Unknown,61283.38723,25890.17685,34833.72916,36581,19058.14037,229516.0608,27063.60185,39491.5925,103046.173,86064.33835,133491.6449,36822.52864,7346.288678,180470.1332,68962.09948,97050.00818,93088.85827,135996.3592,19652.86866,22792.72156,44388.90439,35354.8336,25503.05564,93126.99679,51213.74332,62698.45196,110808.4582,120500.5255,87728.41262,44600.32376,58495.37892,102855.8953,36995.60927,83183.51653,0,19980,69304.63652,70057.39156,60221.79184,131730.3314,95044.06899,105420.1878,44918.30127,138334.8786,117575.3222,177910.1802,120679.4799,237231.5512,72717.26174,116546.6537,54234.66249,61032.21547,92296.80101,107461.7352,74253.79635,95190.59667,740616.247,716011.5179,685957.2098,665770.8975
Unknown 167,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54678.10174,1645075.551,100618.9479,0,0,0,0,1363426.992,0,917163.0148,0,3481053.671,0,0,0,0,0,2221804.236,113763954.5,0,0,0,172884.7403,0,0,0,0,0,1675320.414,1703622.468,0,0,213033.3667,0
Unknown 168,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87325331.11,0,0,0,0,198460912.6,0,0,0,82964705.4,83516017.31,0,0,0,0,0,0,0,83093817.09,0
Unknown 169,Unknown,2400182.569,5490871.8,2593566.669,2084223.186,1372297.035,1658783.097,7455647.976,2398803.379,3693999.862,2807174.887,2117419.812,975757.1762,1970389.402,4083520.677,3526466.132,4890485.226,4660510.125,2424289.008,1353720.088,3438087.301,2681139.908,2756580.231,2320435.283,2391411.216,8158036.57,6796226.254,2879705.657,3204183.366,5821436.099,4997641.823,5957921.315,3366586.006,1350373.274,4048638.325,1520920.369,1469271.315,3925944.092,1485295.878,4184778.761,2316874.392,8906755.818,9368557.118,10134912.4,2786089.09,92943513,51997688,114599555,42888115,7395488.12,4303932.732,9846009.531,4098295.793,10065265.21,8989101.309,3415294.533,3328242.137,1505455.848,1313618.582,1083176.824,16804626.54
Unknown 170,Unknown,0,0,0,0,0,888427.0307,748606.9357,0,1402014.031,800392.904,0,0,0,1502258.151,1627491.126,1197977.505,0,0,405597.9038,0,0,0,0,0,0,0,0,706095.5839,0,1491272.613,0,0,0,0,0,0,0,1469574.587,0,1126302.82,0,0,0,0,0,0,0,0,0,1235975.667,0,0,0,0,0,0,0,0,0,0
Unknown 171,Unknown,0,971515.3299,0,657857.8549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618386.636,0,0,0,0,0,0,0,0,0,0,0,0,0,1006663.864,0,0,0,0,2001189.004,0,0,0,0,0,0,0,0,0,1462445.524,0,0,0,0,0,0
Unknown 172,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23223605.55,0,0,0,0,514256.0042,0,0,0,0,0,0,20113308.78,2416369.067,23281970.68,757894.3099,22775201.78,0,0,0,0,0,0,0,0,13557367.67,0,0,0,0,0,0,0,0,0
Unknown 173,Unknown,0,2728032.94,1205953.043,1208487.431,0,0,0,0,0,0,0,0,0,0,0,0,2732487.663,0,494704.8263,0,0,1357129.11,0,2715099.34,0,0,0,0,0,0,0,0,410371.3122,0,0,473888.0487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 174,Unknown,2102107.942,2441838.645,2196658.968,1410111.249,0,3032287.772,0,0,0,0,0,0,0,0,0,0,0,2610357.674,581769.1023,2881401.847,0,687738.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 175,Unknown,2346561.08,1676388.853,1239020.571,947050.6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888010.167,1142937.038,0,1274598.982,0,0,0,0,0,0,0,0,0,0,488905.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 176,Unknown,1331567,1261936,999986,798578,618721.8355,1298415,966155,857817,1694030.336,1001485,1092459,734680,1025971,1257144,1109768.996,1067523,2295394.613,1236466,552957,886402,1359394,1019517,1098899,836195,165537.0649,1515927.555,1187727,974494.5152,1553979.516,1415503.099,944531.3745,972190,427747,1263527,316090.9234,885873.3711,1452399.675,1449353,1185749,136697.1739,1724888.457,1372375.835,1067470.904,1184238,232053.2493,263892.5292,207424,692777.2145,1513601.618,1333306,1189853.925,549787.7298,2508100.761,1414542.53,1019499,918842,1560591.728,1340126.481,1265886.288,1112472.791
Unknown 177,Unknown,293186,1223400,969154,764608,591200.8355,1651293.64,485272.3723,827545.444,367928,1058530.839,1104492.434,696255.2096,992037.3284,1217420.22,362238.2398,1089128.544,1525972,2524147.022,523185,874422,1581757.346,965432,1073248.865,884099.5719,1356224.716,1348433,1212093.828,1090909.925,353153,1227227,212776,939819.3842,405214,1260231.652,304607.7847,843248,420255,1422339.252,1195886.197,152395.1739,445421,344896,251320.3074,1140157.083,283850.323,286526,888374,765681.2265,400532,1266765.794,307709,562431,1607204,345765,1021128.658,869765.8417,379376,352203,359697,336220.6302
Unknown 178,Unknown,4270776.714,4679464.328,3348878.844,2800555.097,2242135.25,4280942.24,4220298.638,3170359.062,5334660.275,3800198.237,4757439.234,4221931.036,778478.7242,4460034.756,5142334.762,4125586.559,5046260.661,4024769.68,2906709.625,3764117.8,5650178.576,3443681.073,3339815.965,2934176.249,7089280.099,9297024.284,8481872.083,11636033.36,7722328.008,9695669.029,7333115.768,8272144.548,3273337.545,7126455.889,429286.4947,7287350.069,8404849.5,9412326.937,8663719.703,9441401.597,8425381.694,8524627.032,6990005.422,9217692.029,16079638.23,16307722.74,8480961.442,15830071.46,7320854.593,8122010.117,8362694.19,5138322.041,7726903.72,7737836.506,4978982.001,5107502.575,5382672.435,6158458.78,5921322.619,5094951.968
Unknown 179,Unknown,9421564.056,20565395.38,10385894.44,9500396.193,7736463.981,8892530.908,30865868.96,10800214.72,15808621.26,14294596.34,9199101.777,5814811.909,11791173.86,26346417.43,24809327.21,30673451.3,18227514.68,11208335.25,6369346.789,16609250.52,12364988.7,13678290.82,11903224.09,12721910.48,7815461.591,9121684.283,5561305.072,5035096.555,10574097.62,12219829.74,12678445.45,6938942.675,4455824.892,11742504.69,248095.3702,5608265.346,5386571.392,3909797.41,4832826.161,5031254.269,10506148.65,14683343.36,17147252.69,6632374.491,3071126.353,1217401.523,1191419.818,2180498.083,5804945.12,7213962.498,11718187.14,6285421.575,16498730.69,19198248.44,10515016.06,10429689.22,4777425.023,4693741.137,4437104.627,3371759.903
Unknown 180,Unknown,3117420.796,2477923.658,1694873.01,1448069.421,717932.2812,3791160.109,1890915.421,1074850.307,4346379.718,2099414.502,3547125.929,1488430.955,105077.4329,2204208.626,1928619.273,1895156.919,4259533.407,2436623.071,861893.7851,1171748.975,1822106.048,1777345.561,1107130.409,1762729.167,2519133.346,4035197.133,3299831.191,2066367.262,4198393.716,2708145.6,2181563.79,2917681.044,721640.5305,2280677.859,39446.87947,1111516.077,2978314.743,3087259.007,2272430.655,2644726.915,5518315.663,2914360.18,2307621.491,4853581.984,1496837,2140659.207,1179129,51462889,4398514.574,3245428.573,3112796.802,2107710.357,2690102.7,3193312.569,2781463.004,3227000.714,1380678.037,1630540.782,1571056.274,1138679.334
Unknown 181,Unknown,1016184.519,639465.2908,418474,349987,179054,1394456.121,313144.025,573940.4696,923269.7953,1230613.579,1418667.21,556372.9292,57539.24182,1606047.561,859455,1177292.315,1164200.864,1148863.928,480415.9798,492093,426246,417250.6021,371943,925099.9872,1242526.131,1393720.127,1034477.202,1953648.009,1065930.229,829898.172,772913.6121,1496547.999,166645,1315879.559,30887.74892,601583.4528,1352586.546,1891019.804,1275754.994,1101102.116,1851509.374,1561244.852,535444.95,1765963.484,3294913.231,2298743.448,1125476,2274670,1571428.085,1786288.224,1333683.589,1216826.539,1469252.76,1440100.547,1030319.186,1161692.299,1881249,2279512,2215344,1280513
Unknown 182,Unknown,1676024.364,1465276.79,1414865,1110023,801778.8293,1589105.485,699811.0541,1324077,2435394.956,782358.1068,1453114,1414429,470912.0286,1348176.739,1360749.697,1832567,2526774.585,1737339,944994,1275139.735,1341825.565,938611.4448,1429650,1280245,11441703,10200631.49,6567481,2237236,5657796.575,7289857,1250168,1847078,715172.1941,1852060,139793.0288,1635950,12797780,11971230,1661362,1588480,10438769,7161136,4595651.557,1726882,40691440,11122986,6425567,9297445,10314395,6736727,4221372,5107702,4817419,3782297,1345502,1629758,15044229,15733523,15540031,7788319
Unknown 183,Unknown,63462.74029,5446037.379,530863.1724,49301.39099,1609802,43844.71486,60340.4212,39614.63094,5440710,94171.99587,290204.1034,39833.50236,3857426.146,4043184,41240.27723,3280424,6012784.09,3723606,1251650,1090098.263,964431.3355,2438998.702,792683.6142,1997309,12207078,46347.37823,4665953,3927651,5648343,3935824.459,2585778.167,3012550.714,1154419.143,3495378,370688.7542,2266002,5205929,11276261,3476378,3917154,67989.8045,219367.4461,616350.6818,1933707,13822291,12551260,8556306,5658337,5497145,5140377,4423167,2110111,6196124,79005.28759,87305.72213,2611668,687312.3417,626810.1795,6204859.794,4148604.348
Unknown 184,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784746.9023,0,0,0,0,11900808.65,10430244.2,6878947.385,11602038.55,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 185,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119304.273,0,0,0,0,0,0,0,0,0,0,0,0,232178.3545,859090.7784,4558414.768,1313325.465,0,0,116466.9196,17011413.7,16526693.32,11894070.77,19275040.45,0,16367.10187,769006.221,522871.987,0,0,0,0,0,0,0,0
Unknown 186,Unknown,1306591.074,0,0,0,0,0,0,0,1600256.87,1250562.727,1463448.88,418111.9804,0,0,0,0,0,1014298.349,0,0,0,0,0,908735.844,0,0,0,0,786961.2555,0,0,559557.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648168.7422,0,0,0,620435.865,1199512.653,575406.5984,698093.9225,0,0,0,0
Unknown 187,Unknown,1846718.786,1458763.32,373447.5884,823506.2134,3048595.1,1472190.023,1012152.197,265261.0937,1799001.445,1509158.658,1578357.506,429503.5188,252973.9975,2565895.816,1822049,1701602.025,2256768.246,1511392.099,290323.637,715058,285706.5141,408855.1271,465349.1591,1205959.597,771637.0011,1515972.28,518424.0695,711311.723,1273762.439,492488.0744,440435.8057,1363965.558,2571804.528,1111588.254,64582.6081,436253.9875,482887.729,1016460.972,882272.4878,1448850.396,1376416.282,1700624.371,450034.6408,959445.0385,20555479,28448063,18240570.31,36558311.28,1762849,2076186.967,851657.1811,1379165.412,2649084.143,2337444.115,1240320.19,1659922.317,1657697.17,4476269,4240907.384,2374721.884
Unknown 188,Unknown,186631.6024,123165.5105,238864.4589,169207.3791,123847.9304,215195.6298,323589.2157,159091.2182,1027932.21,97296.92142,132858.9271,116951.1097,183598.3397,1061821.406,981676.3954,1072729.492,723331.6606,92825,33081.68032,233617.8656,229895.5754,137849.7479,180522.6371,73347.62577,243465.0912,295266.6926,350909,158541.656,314603.4051,744280.2392,339526.9114,172352.5639,102113.55,241890.4022,52177.91464,174336.2559,575374.3513,193646.9143,251900.5675,185255.8109,487709.7783,295804.8295,245640.8271,298983.317,2058177.233,305763.322,1426127,1480640,624405.2009,422999.2575,318643.5811,204447.4142,1182789.311,472561.8961,125341.0675,293443.8418,253998.8675,297329.8897,239413.0986,50739.58529
Unknown 189,Unknown,4990697.894,3600725.908,6452984.27,3858854.857,2839742.372,13480755.87,6107136.842,2774588.215,22731592.66,3566814.615,7831155.099,2946325.118,234935.3927,2405370.255,5176782.259,3285037.54,15406319.68,6046493.764,1102414.315,7135884.139,9729148.3,5818011.727,4152061.081,2483301.362,5968166.032,8197895.204,7097370.23,1394039.537,13397284.99,8882522.172,4891267.372,2910182.62,2382345.025,4577758.94,36489.71938,2663429.7,12073972.1,3138417.695,2797430.45,1762163,22468340.22,4673219.789,6077935.411,8574341.582,6352154.929,750439.9965,2647490.443,497341.1407,10982284.4,5803887.851,7574207.662,2809524.621,6764036.99,5780598.566,7441301.207,6373674.216,2475911.385,2123727.074,2006716.588,1580170.362
Unknown 190,Unknown,165992.9737,266902,206913.0541,119636.2318,400637.8318,495358.66,260634.0729,549301.7092,434266.1174,214258.985,192488.6927,396720.5238,63590.91907,609397.8566,577871.6071,577621.1478,690691.8571,176935.5048,112647.4313,273225.6869,194169.6158,193143.6232,423591.9832,185270.3299,2931570.382,609456.2115,437805.7255,706141.9931,376409.7709,236097.5414,386300.0059,274315.5149,369083.0749,270463.4407,30825.59661,178653.0274,538204.7568,1404674.591,338932.3922,596035,534770.1584,1918810,295804.3191,494967.5445,4826394.549,4219936,3443052.725,4051024,608932.0678,353192.9081,392778.4283,174648.698,364599.5896,460403.2841,342376.1514,438661.4945,443260.4743,403030.8875,325444,476916.6752
Unknown 191,Unknown,19867.35624,42688.25715,21142.77729,22412.16239,8702.804059,32975.80319,31707.49006,39415.62481,58673.62624,32905.32031,38437.89103,44907.05424,0,124695.3713,66551.2729,16151.56198,58578.44043,61444.51057,20897.08133,39970.59591,33809.02851,28895.65807,41577.14629,38443.35839,3029466.525,2903465.547,1744380.676,946066.2171,840030.7557,2025141.254,1922923.138,1243885.907,5832.407665,22274.09423,0,51364.87604,4357641.574,4538079.58,4583846.712,3617665.643,3679627.43,3746665.589,2959668.746,3799656.865,6873895.033,5716702.725,3536626.298,3343025.33,3288483.954,3378969.684,4202841.65,2152617.859,1743073.948,1671285.529,475643.9232,352812.5914,5048571.035,5579993.261,5465623.827,4541735.747
Unknown 192,Unknown,785380.0613,1297966.589,0,0,0,0,817318.2741,0,1150584.878,816223.8411,0,0,0,1301403.733,995384.0118,1203617.274,1033681.284,0,0,767450.775,0,863282.2348,0,898446.9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 193,Unknown,1279448,2530636,1244823.57,936014.7373,750858.2755,777638.9326,1675106,844385.322,1936690,1483160,1221655.82,1096029.907,587045.2033,2237637.265,1783869.192,2011638.412,1902393,1335364.587,645308.7237,1504971,1520903.746,1640726,1392950.821,1537600.673,6259821,5473656,652444.0443,5538775,3817275.898,4131299,4206949,2361394.745,167093.9421,1268551.013,64582.6081,481780.8642,4163075,4924154,7103736,6416593,2666138,2593573,1816608,6354129,19744839,20088844,13369308.17,15785059,3459349,2318576,6785554,3541270,2011263,1318351,2865192.354,2385342.834,4131411,4598073,4341112,7504074
Unknown 194,Unknown,79344.38193,67952.11914,140491.8177,37566.28871,71657.35417,33145.53503,57433,36333.08521,40972,98569.82764,188230.9722,51374.21767,7470.203275,155607.3546,50371.19164,29627.75083,44870,101800.2002,26859.69079,32808.40983,27444,18001,29823.01001,47987.59105,562504.7681,498568.4737,398915.9982,911532.8174,1541723.417,506157.0575,534411.9987,357389.1504,64536.63526,151848,0,51153.88981,2008490.833,2549789.463,2010592.69,2053776.619,1162533.592,1446550.601,886049.0007,1660757.624,2262605,2030005,659800,2885255,1479708.29,1137983.904,1152981.704,712560.052,279704.1127,264859.9504,894988.649,150059.1075,2885048.439,3167104.163,2978741.2,2550767.575
Unknown 195,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4117506.805,3631531.34,2440609.281,2998568.503,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 196,Unknown,6720173.019,6327998.551,0,2646429.544,645551.1512,4223199.886,4594928.421,5676340.925,3277486.31,9974392.47,2572576.794,6146790.057,9346.654446,18287918.86,3466125.572,8021672.656,11137404.96,9355059.118,3148410.528,2984757.009,4323540.284,5645314.269,3672822.185,6047327.16,13968031.66,8333143.879,5892062.034,11674785.85,6552416.427,10033570.52,5389449.166,8803788.631,822626.7552,15337338.54,0,7517173.2,7969366.463,19126577.21,9142985.788,7054954.607,5192242.168,15661375.26,4679084.538,10891694.93,8136797.599,5573005.457,3369582.017,6342365.596,7296469.6,4524062.213,8288360.606,5816829.715,15849663.49,10931359,3654994.045,8514860.321,427750.7647,413425.1938,524497.7646,428473.5446
Unknown 197,Unknown,325494,348910,158435.4373,239787.7274,271319.1291,121133.4794,75775.43877,202217,549897.6041,263452,345274.6977,276810,143717.8206,427562,503276.0346,256425.2936,433642.5389,274055,191275,161567.359,186274.1125,398393.6245,391258.7073,276436,2046725,888985.5502,1008986.61,893863,385947.0666,1411777.818,439945.7299,453707,168709.9658,895841,1510480.68,524678,3795643.884,2399940,618134,952633,3587272.838,3590792.178,844048,889667.7298,3098324.979,2682712,1715233.984,2474316.484,2912759.575,478195.3831,2025829.039,321109,744841,537734,276221.3408,181816.3247,1408590.716,1778764.202,2052761.957,863209
Unknown 198,Unknown,1352747.442,1469074.562,1038712.168,978256.1397,868639.6098,1187873.37,1325495.817,936653.3323,1608405.955,1324730.395,1320580.144,900495.0249,829734.4529,2112638.058,1998455.609,1716223.555,1763519.942,1352339.611,734381.8329,1159969.289,988752.6206,1069024.165,1153149.296,982403.0147,15246674.02,12249751.09,9520558.52,11536314.82,9354285.706,11238466.68,7902312.29,5910141.964,781900.942,2738818.345,234641.3077,1555639.852,15428968.36,18881096.1,17691405.07,17752831.67,8453908.154,16545008.87,10997835.69,15938923.27,10985014.55,11435931.66,6184332.691,9892106.051,13486063.51,13628069.94,15081353.57,9090757.79,9495457.934,7523926.462,4462536.862,4088138.422,10575094.73,10065266.27,11496415.83,9729116.114
Unknown 199,Unknown,53455.84248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891317.7016,0,0,0,0,0,0,0,0,0,1160294.367,0,894557.2418,0,0,0,0,3844784.322,3359951.549,2427964.117,2793679.817,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 200,Unknown,190958,382545.6954,1821897.839,1948686.673,886685.5534,1167671.725,2208393.907,470289.4822,1434779.09,172147.9987,697602.9234,302841.6664,359771.6338,212894,2522017.745,1920452.39,1549636.521,240506,183545.1101,1810234.59,2192658.278,1222779.544,1165881.512,184728.6836,287525.0966,1230628.741,1436437.726,1543453,1961209.729,1140179.321,961138.9576,156062,837669.7622,300020.0352,123569.9128,818298.6893,760548.9093,2414422,1585038,1469679,2357074.619,1138549,1396610.564,785452.333,2062320,248400,1298021,752300,901990.0873,798638.7041,915874.1483,665543.915,539357,443678,1533022.162,1526187.547,84922.37148,1437408,1075030,1202954
Unknown 201,Unknown,2167298.5,1352962.227,801259.8413,806397.9212,563178.3138,1070214.164,736702.401,1046620.973,1510911.851,1769321.565,1718393.162,1585483.113,106471.9173,1513493.053,1620313.195,1540257.954,1707575.373,1962224.981,1056413.997,1041283.067,1228260.619,886759.9511,1386120.752,1445051.827,22690326.99,15916420.61,13456033.37,20791075.88,12890415.48,16030246.95,9551054.856,10838002.79,735597.0345,4099932.488,107655.8607,2208468.453,22061336.87,35431841.3,24254567.84,26343980.37,18123688.12,17465996.08,14634881.53,21010031.04,47085508.46,42381966.89,31042792.21,36575002.65,17846910.72,15418165.3,14261810.57,8681171.696,8492247.412,7847368.534,4502489.294,3846314.419,23803546.08,26510692.84,25835324.33,21795091.68
Unknown 202,Unknown,3054291.693,2478541.63,1851994.769,1774763.351,1130712.012,2765875.033,1594068.619,2134190.63,2976226.581,2586039.279,3513121.348,3084933.619,395162.6724,2873767.765,3291643.929,3234206.16,3530748.536,3304013.321,1942999.711,2283535.099,2736038.567,1798181.003,2654290.592,2154598.168,38225600.48,29393869.89,25758740.55,32647322.76,23814274.58,27751101.7,19392222.12,18433596.97,1455967.498,6926504.591,174655.9386,4719048.91,40102156.06,50659545.22,38961290.39,41054262.21,33419457,28215294.64,26283020.49,35533884.36,68906079.63,61031384.97,46887938.59,53874847.33,32388520.73,25680519.22,26928523.14,15971724.12,13717399.21,11781330.39,9737652.593,8135605.762,31574290.91,35724813.49,34540029.08,30453162.73
Unknown 203,Unknown,2706952,2389068.55,1859995.503,864104.5935,971570.6341,2720407.372,974634.5137,1951349.649,1437092.209,2372603,2952411.614,1076300.655,443758.3579,669663.4419,1270918.557,3008500.732,1551321.601,2926626,884606.9994,990025.4047,1155654.844,724979.284,2397570.714,1951545,25901677.35,21212756.53,18985874,22829759,1368289.261,20386902.97,15191907.8,879460.5159,1420479.039,5556646,462915.4373,1204681.923,28667065.95,32816750.11,1117275.66,28288215,2054641.649,20960004.07,19789834.77,24780889.1,39636393,38084945.41,31298606,34011425.76,1497861,19133857.17,20533532.9,12847575.66,1559942,9748585,8490053.005,977374.019,21620528.11,24268303.8,23693161.34,21623832.09
Unknown 204,Unknown,1372670.797,1471496.961,2281556.787,2465201.679,959720,2527779.794,3333282.751,1044574.806,2093825,1297049,678082.9127,722577.6626,478901.3374,1572129,3418551.737,1276950.207,2123014,1352644.503,515793.2417,2058878.381,2511921.339,1742267.147,958463.7374,533825.9234,1339665,117375.7691,126456.5268,2344216,110391.0185,141930.7612,75141.59321,1551001,1005231.909,1485028.364,205985,1380449.816,2988987.349,4299497,1581809,1246377,186497.177,1341934,125569.4511,2029390,1188206.728,724274.8944,733950.217,807362.2488,194254.0124,1738557.691,164365.0352,114899.9796,1801445,2046710,2702207,2631600,570063.1961,618513.0587,610943.3801,547290.341
Unknown 205,Unknown,317513.8954,404659.2419,635978.847,697161.7277,268890.5223,630705.7797,903431.2773,136525,496958.0392,219574.4928,226745.5191,185532.3134,144003.4489,281092.1157,994801.2534,870831.6738,468994,162560.8995,168484.7181,574583.0936,655435.1522,430215.9624,413452.6635,242157.7814,246437.6905,613079,758733.3815,245424.3692,834690.6409,544403,688869.5059,248414.8959,269594.8792,514343.9708,23757.53396,228501,595415.3573,468340.2809,319018.9375,397928.4242,1092895.48,356284,704664.5487,661847,869508,714037.7412,390155.6946,595579.2084,645582.9276,401391,855393.6272,274932,220931.2247,408774,687799.4244,678498.2001,96514.90054,466737.8987,152313.6647,3117140.357
Unknown 206,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715808.765,0,0,2042415.375,0,0,0,1395996.755,0,0,0,0,0,3691635.433,2546996.874,2414510.555,0,2107984.96,0,1748714.955,5908198.452,5940154.76,3480450.275,5265185.195,0,0,0,0,1687861.046,1825056.249,0,0,0,0,0,0
Unknown 207,Unknown,773259.8955,1023367.24,894104.1138,773495.3003,508184.0285,1336710.93,1150640,875974.8873,1717554.793,472395.5932,1039436.624,130759.4005,398689,2494762.984,2394108.239,2415651.312,1708853.315,343812.7244,36315.29703,1259300.458,851624,124964.0404,985424.0922,254757.9015,1967124.832,2459497.006,2101693.266,990033.0255,159586.0991,2019958.44,1432980.605,997410.8459,116246.7827,878988.6727,146919,1074717.536,3145981,1637851.935,1077499.298,1082265.534,2514791.841,1503742.003,1283373.931,261582.3312,3213003.366,1694413.481,2059625,1313404.985,2416142.179,1828164.252,2913881.049,260956.7068,1952256.665,621158.1336,1320374.521,1729414.837,1634436,1807676,1856192,1345700
